Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
400680,Aramex,2024-03-01,2024-03-06,cash,14.56,USD,LB,8596269081
400681,Aramex,2024-03-01,2024-03-05,cash,3.91,USD,LB,8596269082
400682,Aramex,2024-03-01,2024-03-05,cash,24.05,USD,LB,8596269083
400683,Aramex,2024-03-01,2024-03-05,cash,12.93,USD,LB,8596269084
400684,Aramex,2024-03-01,2024-03-06,cash,5.675,USD,LB,8596269085
400685,Cosmaline,2024-03-01,2024-03-06,cash,17.28,USD,LB,8596269086
400686,Aramex,2024-03-01,2024-03-05,cash,12.565,USD,LB,8596269087
400687,Aramex,2024-03-01,2024-03-07,cash,9.125,USD,LB,8596269088
400688,Aramex,2024-03-01,2024-03-06,cash,5.8,USD,LB,8596269089
400689,Aramex,2024-03-01,2024-03-05,cash,13.325,USD,LB,8596269090
400690,Aramex,2024-03-01,2024-03-06,cash,6.355,USD,LB,8596269091
400691,Cosmaline,2024-03-01,2024-03-06,cash,11.68,USD,LB,8596269092
400692,Aramex,2024-03-01,2024-03-05,cash,25.455,USD,LB,8596269093
400693,Aramex,2024-03-01,2024-03-05,cash,16.02,USD,LB,8596269094
400694,Aramex,2024-03-01,2024-03-05,cash,13.21,USD,LB,8596269095
400695,Aramex,2024-03-01,2024-03-05,cash,13.0,USD,LB,8596269096
400696,Aramex,2024-03-01,2024-03-05,cash,9.575,USD,LB,8596269097
400697,Aramex,2024-03-01,2024-03-05,cash,12.43,USD,LB,8596269098
400698,Aramex,2024-03-01,2024-03-05,cash,25.5,USD,LB,8596269099
400699,Aramex,2024-03-01,2024-03-06,cash,5.8,USD,LB,8596269100
400700,Aramex,2024-03-01,2024-03-07,cash,5.825,USD,LB,8596269101
400701,Aramex,2024-03-01,2024-03-05,cash,13.05,USD,LB,8596269102
400702,Aramex,2024-03-01,2024-03-08,cash,15.87,USD,LB,8596269103
400703,Aramex,2024-03-01,2024-03-07,cash,0.0,USD,LB,8596269104
400704,Aramex,2024-03-01,2024-03-05,cash,5.8,USD,LB,8596269105
400705,Aramex,2024-03-01,2024-03-05,cash,6.875,USD,LB,8596269106
400706,Aramex,2024-03-01,2024-03-06,cash,15.175,USD,LB,8596269107
400707,Aramex,2024-03-01,2024-03-07,cash,9.37,USD,LB,8596269108
400708,Cosmaline,2024-03-01,2024-03-06,cash,15.42,USD,LB,8596269109
400709,Aramex,2024-03-01,2024-03-05,cash,26.885,USD,LB,8596269110
400710,Aramex,2024-03-01,2024-03-05,cash,9.735,USD,LB,8596269111
400711,Aramex,2024-03-01,2024-03-06,cash,11.935,USD,LB,8596269112
400712,Cosmaline,2024-03-01,2024-03-06,cash,27.88,USD,LB,8596269113
400713,Aramex,2024-03-01,2024-03-06,cash,7.175,USD,LB,8596269114
400714,Aramex,2024-03-01,2024-03-08,cash,18.45,USD,LB,8596269115
400715,Aramex,2024-03-01,2024-03-07,cash,12.6,USD,LB,8596269116
400716,Aramex,2024-03-01,2024-03-07,cash,5.8,USD,LB,8596269117
400717,Aramex,2024-03-01,2024-03-06,cash,12.95,USD,LB,8596269118
400718,Aramex,2024-03-01,2024-03-06,cash,6.625,USD,LB,8596269119
400719,Aramex,2024-03-01,2024-03-06,cash,16.56,USD,LB,8596269120
400720,Aramex,2024-03-01,2024-03-06,cash,10.42,USD,LB,8596269121
400721,Aramex,2024-03-01,2024-03-06,cash,6.34,USD,LB,8596269122
400722,Aramex,2024-03-01,2024-03-06,cash,17.11,USD,LB,8596269123
400723,Aramex,2024-03-01,2024-03-06,cash,13.025,USD,LB,8596269124
400724,Aramex,2024-03-01,2024-03-07,cash,13.875,USD,LB,8596269125
400725,Aramex,2024-03-01,2024-03-06,cash,11.535,USD,LB,8596269126
400726,Aramex,2024-03-01,2024-03-06,cash,5.63,USD,LB,8596269127
400727,Aramex,2024-03-01,2024-03-06,cash,8.075,USD,LB,8596269128
400728,Cosmaline,2024-03-02,2024-03-07,cash,19.45,USD,LB,8596269129
400729,Aramex,2024-03-02,2024-03-06,cash,18.525,USD,LB,8596269130
400730,Aramex,2024-03-02,2024-03-06,cash,14.525,USD,LB,8596269131
400731,Aramex,2024-03-02,2024-03-06,cash,35.75,USD,LB,8596269132
400732,Aramex,2024-03-02,2024-03-06,cash,29.255,USD,LB,8596269133
400733,Aramex,2024-03-02,2024-03-06,cash,3.485,USD,LB,8596269134
400734,Aramex,2024-03-02,2024-03-06,cash,17.155,USD,LB,8596269135
400735,Aramex,2024-03-02,2024-03-07,cash,16.395,USD,LB,8596269136
400736,Aramex,2024-03-02,2024-03-06,cash,6.0,USD,LB,8596269137
400737,Aramex,2024-03-02,2024-03-06,cash,8.115,USD,LB,8596269138
400738,Aramex,2024-03-02,2024-03-06,cash,4.6,USD,LB,8596269139
400739,Aramex,2024-03-02,2024-03-06,cash,10.51,USD,LB,8596269140
400740,Aramex,2024-03-02,2024-03-06,cash,13.865,USD,LB,8596269141
400741,Aramex,2024-03-02,2024-03-06,cash,12.87,USD,LB,8596269142
400742,Aramex,2024-03-02,2024-03-06,cash,7.245,USD,LB,8596269143
400743,Aramex,2024-03-02,2024-03-06,cash,16.615,USD,LB,8596269144
400744,Cosmaline,2024-03-02,2024-03-07,cash,16.3,USD,LB,8596269145
400745,Aramex,2024-03-02,2024-03-06,cash,0.0,USD,LB,8596269146
400746,Aramex,2024-03-02,2024-03-06,cash,13.215,USD,LB,8596269147
400747,Aramex,2024-03-02,2024-03-06,cybersource,13.51,USD,LB,8596269148
400748,Aramex,2024-03-02,2024-03-06,cash,3.6,USD,LB,8596269149
400749,Aramex,2024-03-02,2024-03-06,cash,11.52,USD,LB,8596269150
400750,Cosmaline,2024-03-02,2024-03-06,cash,11.0,USD,LB,8596269151
400751,Aramex,2024-03-02,2024-03-07,cash,8.425,USD,LB,8596269152
400752,Aramex,2024-03-02,2024-03-07,cash,9.375,USD,LB,8596269153
400753,Aramex,2024-03-02,2024-03-06,cash,6.1,USD,LB,8596269154
400754,Aramex,2024-03-02,2024-03-06,cash,13.985,USD,LB,8596269155
400755,Aramex,2024-03-02,2024-03-07,cash,5.57,USD,LB,8596269156
400756,Cosmaline,2024-03-02,2024-03-08,cash,29.835,USD,LB,8596269157
400757,Aramex,2024-03-02,2024-03-06,cash,6.95,USD,LB,8596269158
400758,Aramex,2024-03-02,2024-03-06,cash,28.225,USD,LB,8596269159
400759,Aramex,2024-03-02,2024-03-07,cash,17.65,USD,LB,8596269160
400760,Aramex,2024-03-02,2024-03-06,cash,3.4,USD,LB,8596269161
400761,Aramex,2024-03-02,2024-03-06,cash,13.075,USD,LB,8596269162
400762,Aramex,2024-03-02,2024-03-06,cash,27.225,USD,LB,8596269163
400763,Aramex,2024-03-02,2024-03-07,cash,16.245,USD,LB,8596269164
400764,Aramex,2024-03-02,2024-03-08,cash,5.0,USD,LB,8596269165
400765,Aramex,2024-03-02,2024-03-07,cash,7.675,USD,LB,8596269166
400766,Aramex,2024-03-02,2024-03-06,cash,9.5,USD,LB,8596269167
400767,Aramex,2024-03-02,2024-03-06,cash,8.56,USD,LB,8596269168
400768,Aramex,2024-03-02,2024-03-06,cash,4.15,USD,LB,8596269169
400769,Aramex,2024-03-02,2024-03-06,cash,14.71,USD,LB,8596269170
400770,Aramex,2024-03-02,2024-03-06,cash,7.03,USD,LB,8596269171
400771,Aramex,2024-03-02,2024-03-06,cash,9.16,USD,LB,8596269172
400772,Aramex,2024-03-02,2024-03-06,cash,13.395,USD,LB,8596269173
400773,Aramex,2024-03-02,2024-03-06,cash,11.575,USD,LB,8596269174
400774,Aramex,2024-03-02,2024-03-07,cash,7.8,USD,LB,8596269175
400775,Aramex,2024-03-02,2024-03-06,cash,13.09,USD,LB,8596269176
400776,Aramex,2024-03-02,2024-03-06,cash,9.54,USD,LB,8596269177
400777,Aramex,2024-03-02,2024-03-06,cash,10.215,USD,LB,8596269178
400778,Cosmaline,2024-03-02,2024-03-11,cash,29.725,USD,LB,8596269179
400779,Aramex,2024-03-02,2024-03-06,cash,17.81,USD,LB,8596269180
400780,Aramex,2024-03-02,2024-03-07,cash,4.5,USD,LB,8596269181
400781,Aramex,2024-03-02,2024-03-07,cash,22.615,USD,LB,8596269182
400782,Aramex,2024-03-02,2024-03-06,cash,9.605,USD,LB,8596269183
400783,Aramex,2024-03-02,2024-03-07,cash,12.625,USD,LB,8596269184
400784,Aramex,2024-03-02,2024-03-06,cash,17.325,USD,LB,8596269185
400785,Cosmaline,2024-03-02,2024-03-08,cash,71.45,USD,LB,8596269186
400786,Aramex,2024-03-02,2024-03-06,cash,16.075,USD,LB,8596269187
400787,Aramex,2024-03-02,2024-03-06,cash,7.285,USD,LB,8596269188
400788,Aramex,2024-03-02,2024-03-07,cash,13.25,USD,LB,8596269189
400789,Aramex,2024-03-02,2024-03-07,cash,9.25,USD,LB,8596269190
400790,Aramex,2024-03-02,2024-03-06,cash,6.82,USD,LB,8596269191
400791,Aramex,2024-03-02,2024-03-06,cash,9.52,USD,LB,8596269192
400792,Aramex,2024-03-02,2024-03-07,cash,12.755,USD,LB,8596269193
400793,Aramex,2024-03-02,2024-03-06,cash,36.17,USD,LB,8596269194
400794,Aramex,2024-03-02,2024-03-06,cash,9.71,USD,LB,8596269195
400795,Cosmaline,2024-03-02,2024-03-07,cash,14.5,USD,LB,8596269196
400796,Aramex,2024-03-02,2024-03-06,cash,14.08,USD,LB,8596269197
400797,Aramex,2024-03-02,2024-03-06,cash,19.67,USD,LB,8596269198
400798,Aramex,2024-03-02,2024-03-06,cash,8.86,USD,LB,8596269199
400799,Aramex,2024-03-02,2024-03-06,cash,10.225,USD,LB,8596269200
400800,Aramex,2024-03-02,2024-03-06,cash,11.2,USD,LB,8596269201
400801,Aramex,2024-03-02,2024-03-06,cash,12.6,USD,LB,8596269202
400802,Aramex,2024-03-02,2024-03-08,cash,6.93,USD,LB,8596269203
400803,Aramex,2024-03-02,2024-03-06,cash,4.09,USD,LB,8596269204
400804,Aramex,2024-03-02,2024-03-06,cash,6.775,USD,LB,8596269205
400805,Aramex,2024-03-02,2024-03-06,cash,18.31,USD,LB,8596269206
400806,Aramex,2024-03-02,2024-03-06,cash,6.65,USD,LB,8596269207
400807,Aramex,2024-03-03,2024-03-06,cash,4.465,USD,LB,8596269208
400808,Aramex,2024-03-03,2024-03-06,cash,8.0,USD,LB,8596269209
400809,Aramex,2024-03-03,2024-03-06,cash,13.085,USD,LB,8596269210
400810,Aramex,2024-03-03,2024-03-11,cash,2.87,USD,LB,8596269211
400811,Aramex,2024-03-03,2024-03-07,cash,12.845,USD,LB,8596269212
400812,Aramex,2024-03-03,2024-03-06,cash,14.625,USD,LB,8596269213
400813,Aramex,2024-03-03,2024-03-06,cybersource,5.8,USD,LB,8596269214
400814,Aramex,2024-03-03,2024-03-06,cash,12.6,USD,LB,8596269215
400815,Cosmaline,2024-03-03,2024-03-06,cash,24.1,USD,LB,8596269216
400816,Aramex,2024-03-03,2024-03-06,cash,12.67,USD,LB,8596269217
400817,Aramex,2024-03-03,2024-03-06,cash,7.82,USD,LB,8596269218
400818,Aramex,2024-03-03,2024-03-06,cash,19.715,USD,LB,8596269219
400819,Cosmaline,2024-03-03,2024-03-06,cash,17.85,USD,LB,8596269220
400820,Aramex,2024-03-03,2024-03-07,cash,12.58,USD,LB,8596269221
400821,Aramex,2024-03-03,2024-03-08,cash,7.735,USD,LB,8596269222
400822,Aramex,2024-03-03,2024-03-06,cash,21.08,USD,LB,8596269223
400823,Aramex,2024-03-03,2024-03-06,cash,12.795,USD,LB,8596269224
400824,Aramex,2024-03-03,2024-03-06,cash,4.42,USD,LB,8596269225
400825,Aramex,2024-03-03,2024-03-06,cash,13.475,USD,LB,8596269226
400826,Aramex,2024-03-03,2024-03-06,cash,24.89,USD,LB,8596269227
400827,Aramex,2024-03-03,2024-03-06,cybersource,11.875,USD,LB,8596269228
400828,Aramex,2024-03-03,2024-03-06,cash,7.75,USD,LB,8596269229
400829,Aramex,2024-03-03,2024-03-06,cybersource,8.05,USD,LB,8596269230
400830,Aramex,2024-03-03,2024-03-06,cash,12.72,USD,LB,8596269231
400831,Aramex,2024-03-03,2024-03-07,cash,12.875,USD,LB,8596269232
400832,Aramex,2024-03-03,2024-03-06,cash,12.685,USD,LB,8596269233
400833,Aramex,2024-03-03,2024-03-06,cash,7.8,USD,LB,8596269234
400834,Aramex,2024-03-03,2024-03-06,cash,13.125,USD,LB,8596269235
400835,Aramex,2024-03-03,2024-03-06,cash,12.54,USD,LB,8596269236
400836,Aramex,2024-03-03,2024-03-06,cash,4.6,USD,LB,8596269237
400837,Aramex,2024-03-03,2024-03-07,cash,14.48,USD,LB,8596269238
400838,Aramex,2024-03-03,2024-03-06,cash,11.175,USD,LB,8596269239
400839,Aramex,2024-03-03,2024-03-06,cash,8.0,USD,LB,8596269240
400840,Cosmaline,2024-03-03,2024-03-06,cash,27.39,USD,LB,8596269241
400841,Aramex,2024-03-03,2024-03-06,cash,17.35,USD,LB,8596269242
400842,Cosmaline,2024-03-03,2024-03-06,cash,23.3,USD,LB,8596269243
400843,Aramex,2024-03-03,2024-03-06,cash,16.54,USD,LB,8596269244
400844,Cosmaline,2024-03-03,2024-03-06,cash,15.735,USD,LB,8596269245
400845,Aramex,2024-03-03,2024-03-06,cash,2.635,USD,LB,8596269246
400846,Aramex,2024-03-03,2024-03-06,cash,6.0,USD,LB,8596269247
400847,Aramex,2024-03-03,2024-03-06,cash,13.705,USD,LB,8596269248
400848,Aramex,2024-03-03,2024-03-08,cash,8.135,USD,LB,8596269249
400849,Aramex,2024-03-03,2024-03-06,cash,8.275,USD,LB,8596269250
400850,Aramex,2024-03-03,2024-03-06,cash,13.15,USD,LB,8596269251
400851,Aramex,2024-03-03,2024-03-07,cash,23.84,USD,LB,8596269252
400852,Aramex,2024-03-03,2024-03-08,cash,3.8,USD,LB,8596269253
400853,Aramex,2024-03-03,2024-03-06,cash,6.46,USD,LB,8596269254
400854,Aramex,2024-03-03,2024-03-06,cash,13.225,USD,LB,8596269255
400855,Aramex,2024-03-03,2024-03-06,cash,12.575,USD,LB,8596269256
400856,Aramex,2024-03-03,2024-03-06,cash,12.775,USD,LB,8596269257
400857,Aramex,2024-03-03,2024-03-07,cash,9.265,USD,LB,8596269258
400858,Aramex,2024-03-03,2024-03-06,cash,3.6,USD,LB,8596269259
400859,Aramex,2024-03-03,2024-03-07,cash,5.78,USD,LB,8596269260
400860,Aramex,2024-03-03,2024-03-06,cash,5.12,USD,LB,8596269261
400861,Aramex,2024-03-03,2024-03-06,cash,4.76,USD,LB,8596269262
400862,Aramex,2024-03-03,2024-03-06,cash,32.565,USD,LB,8596269263
400863,Aramex,2024-03-03,2024-03-06,cash,3.25,USD,LB,8596269264
400864,Cosmaline,2024-03-03,2024-03-06,cash,18.2,USD,LB,8596269265
400865,Aramex,2024-03-03,2024-03-06,cash,13.275,USD,LB,8596269266
400866,Aramex,2024-03-03,2024-03-06,cash,6.555,USD,LB,8596269267
400867,Cosmaline,2024-03-03,2024-03-12,cash,25.5,USD,LB,8596269268
400868,Aramex,2024-03-03,2024-03-07,cash,9.45,USD,LB,8596269269
400869,Aramex,2024-03-03,2024-03-06,cash,14.325,USD,LB,8596269270
400870,Aramex,2024-03-03,2024-03-11,cash,12.81,USD,LB,8596269271
400871,Aramex,2024-03-03,2024-03-06,cash,4.095,USD,LB,8596269272
400872,Aramex,2024-03-03,2024-03-06,cash,8.95,USD,LB,8596269273
400873,Aramex,2024-03-03,2024-03-06,cash,19.06,USD,LB,8596269274
400874,Aramex,2024-03-03,2024-03-06,cash,3.375,USD,LB,8596269275
400875,Cosmaline,2024-03-03,2024-03-06,cash,14.085,USD,LB,8596269276
400876,Aramex,2024-03-03,2024-03-06,cash,40.64,USD,LB,8596269277
400877,Cosmaline,2024-03-03,2024-03-12,cash,17.73,USD,LB,8596269278
400878,Aramex,2024-03-03,2024-03-06,cash,9.35,USD,LB,8596269279
400879,Cosmaline,2024-03-03,2024-03-07,cash,29.85,USD,LB,8596269280
400880,Aramex,2024-03-03,2024-03-06,cash,12.535,USD,LB,8596269281
400881,Cosmaline,2024-03-03,2024-03-08,cash,13.035,USD,LB,8596269282
400882,Aramex,2024-03-03,2024-03-06,cash,18.87,USD,LB,8596269283
400883,Aramex,2024-03-03,2024-03-06,cash,19.6,USD,LB,8596269284
400884,Cosmaline,2024-03-03,2024-03-11,cash,59.69,USD,LB,8596269285
400885,Aramex,2024-03-03,2024-03-06,cash,8.285,USD,LB,8596269286
400886,Aramex,2024-03-03,2024-03-06,cash,14.35,USD,LB,8596269287
400887,Aramex,2024-03-03,2024-03-06,cash,9.975,USD,LB,8596269288
400888,Aramex,2024-03-03,2024-03-06,cash,13.5,USD,LB,8596269289
400889,Aramex,2024-03-03,2024-03-06,cash,36.125,USD,LB,8596269290
400890,Aramex,2024-03-04,2024-03-08,cash,10.415,USD,LB,8596269291
400891,Aramex,2024-03-04,2024-03-06,cash,4.9,USD,LB,8596269292
400892,Cosmaline,2024-03-04,2024-03-07,cash,30.345,USD,LB,8596269293
400893,Aramex,2024-03-04,2024-03-06,cybersource,15.8,USD,LB,8596269294
400894,Aramex,2024-03-04,2024-03-06,cash,13.375,USD,LB,8596269295
400895,Aramex,2024-03-04,2024-03-06,cash,13.65,USD,LB,8596269296
400896,Aramex,2024-03-04,2024-03-06,cash,12.75,USD,LB,8596269297
400897,Aramex,2024-03-04,2024-03-06,cash,8.8,USD,LB,8596269298
400898,Aramex,2024-03-04,2024-03-06,cash,6.0,USD,LB,8596269299
400899,Aramex,2024-03-04,2024-03-07,cash,11.24,USD,LB,8596269300
400900,Aramex,2024-03-04,2024-03-08,cash,13.58,USD,LB,8596269301
400901,Aramex,2024-03-04,2024-03-06,cash,7.515,USD,LB,8596269302
400902,Cosmaline,2024-03-04,2024-03-06,cash,0.91,USD,LB,8596269303
400903,Aramex,2024-03-04,2024-03-07,cash,14.885,USD,LB,8596269304
400904,Aramex,2024-03-04,2024-03-06,cash,9.525,USD,LB,8596269305
400905,Aramex,2024-03-04,2024-03-15,cash,10.325,USD,LB,8596269306
400906,Aramex,2024-03-04,2024-03-06,cash,15.425,USD,LB,8596269307
400907,Cosmaline,2024-03-04,2024-03-06,cash,11.65,USD,LB,8596269308
400908,Aramex,2024-03-04,2024-03-06,cash,14.98,USD,LB,8596269309
400909,Aramex,2024-03-04,2024-03-06,cash,12.88,USD,LB,8596269310
400910,Cosmaline,2024-03-04,2024-03-07,cash,6.95,USD,LB,8596269311
400911,Aramex,2024-03-04,2024-03-06,cash,6.78,USD,LB,8596269312
400912,Aramex,2024-03-04,2024-03-06,cash,8.19,USD,LB,8596269313
400913,Aramex,2024-03-04,2024-03-06,cash,14.79,USD,LB,8596269314
400914,Aramex,2024-03-04,2024-03-07,cash,7.34,USD,LB,8596269315
400915,Aramex,2024-03-04,2024-03-06,cash,5.8,USD,LB,8596269316
400916,Aramex,2024-03-04,2024-03-06,cash,11.125,USD,LB,8596269317
400917,Aramex,2024-03-04,2024-03-06,cash,6.325,USD,LB,8596269318
400918,Aramex,2024-03-04,2024-03-06,cash,4.2,USD,LB,8596269319
400919,Cosmaline,2024-03-04,2024-03-15,cash,50.165,USD,LB,8596269320
400920,Aramex,2024-03-04,2024-03-07,cash,4.82,USD,LB,8596269321
400921,Aramex,2024-03-04,2024-03-06,cybersource,11.625,USD,LB,8596269322
400922,Aramex,2024-03-04,2024-03-06,cash,10.725,USD,LB,8596269323
400923,Aramex,2024-03-04,2024-03-07,cash,9.415,USD,LB,8596269324
400924,Aramex,2024-03-04,2024-03-06,cash,14.79,USD,LB,8596269325
400925,Aramex,2024-03-04,2024-03-06,cash,1.915,USD,LB,8596269326
400926,Aramex,2024-03-04,2024-03-08,cash,15.77,USD,LB,8596269327
400927,Cosmaline,2024-03-04,2024-03-06,cash,44.33,USD,LB,8596269328
400928,Aramex,2024-03-04,2024-03-06,cash,13.45,USD,LB,8596269329
400929,Aramex,2024-03-04,2024-03-06,cash,17.355,USD,LB,8596269330
400930,Aramex,2024-03-04,2024-03-06,cybersource,19.7,USD,LB,8596269331
400931,Aramex,2024-03-04,2024-03-06,cash,14.325,USD,LB,8596269332
400932,Aramex,2024-03-04,2024-03-06,cash,11.675,USD,LB,8596269333
400933,Aramex,2024-03-04,2024-03-06,cash,5.985,USD,LB,8596269334
400934,Aramex,2024-03-04,2024-03-09,cash,10.25,USD,LB,8596269335
400935,Aramex,2024-03-04,2024-03-06,cash,3.465,USD,LB,8596269336
400936,Aramex,2024-03-04,2024-03-06,cash,6.41,USD,LB,8596269337
400937,Aramex,2024-03-04,2024-03-06,cash,12.95,USD,LB,8596269338
400938,Aramex,2024-03-04,2024-03-11,cash,16.77,USD,LB,8596269339
400939,Aramex,2024-03-04,2024-03-06,cash,3.4,USD,LB,8596269340
400940,Aramex,2024-03-04,2024-03-06,cash,13.05,USD,LB,8596269341
400941,Aramex,2024-03-04,2024-03-06,cash,7.885,USD,LB,8596269342
400942,Aramex,2024-03-04,2024-03-06,cash,4.125,USD,LB,8596269343
400943,Aramex,2024-03-04,2024-03-06,cash,7.27,USD,LB,8596269344
400944,Aramex,2024-03-04,2024-03-07,cash,6.275,USD,LB,8596269345
400945,Aramex,2024-03-04,2024-03-07,cash,6.125,USD,LB,8596269346
400946,Aramex,2024-03-04,2024-03-07,cash,5.45,USD,LB,8596269347
400947,Cosmaline,2024-03-04,2024-03-06,cash,0.0,USD,LB,8596269348
400948,Aramex,2024-03-04,2024-03-07,cash,10.715,USD,LB,8596269349
400949,Aramex,2024-03-04,2024-03-07,cash,3.85,USD,LB,8596269350
400950,Aramex,2024-03-04,2024-03-11,cash,9.1,USD,LB,8596269351
400951,Aramex,2024-03-04,2024-03-07,cash,4.65,USD,LB,8596269352
400952,Cosmaline,2024-03-04,2024-03-06,cash,12.62,USD,LB,8596269353
400953,Cosmaline,2024-03-04,2024-03-07,cash,5.825,USD,LB,8596269354
400954,Aramex,2024-03-04,2024-03-06,cash,6.2,USD,LB,8596269355
400955,Aramex,2024-03-04,2024-03-06,cash,5.15,USD,LB,8596269356
400956,Aramex,2024-03-04,2024-03-06,cash,13.07,USD,LB,8596269357
400957,Aramex,2024-03-04,2024-03-08,cash,12.6,USD,LB,8596269358
400958,Aramex,2024-03-04,2024-03-07,cash,7.8,USD,LB,8596269359
400959,Aramex,2024-03-04,2024-03-07,cash,5.8,USD,LB,8596269360
400960,Aramex,2024-03-04,2024-03-07,cash,4.35,USD,LB,8596269361
400961,Aramex,2024-03-04,2024-03-07,cash,8.245,USD,LB,8596269362
400962,Aramex,2024-03-04,2024-03-08,cash,6.04,USD,LB,8596269363
400963,Aramex,2024-03-04,2024-03-08,cash,14.4,USD,LB,8596269364
400964,Aramex,2024-03-04,2024-03-07,cash,12.465,USD,LB,8596269365
400965,Aramex,2024-03-04,2024-03-07,cash,9.545,USD,LB,8596269366
400966,Aramex,2024-03-04,2024-03-07,cash,13.625,USD,LB,8596269367
400967,Aramex,2024-03-04,2024-03-07,cash,4.715,USD,LB,8596269368
400968,Aramex,2024-03-04,2024-03-08,cash,6.25,USD,LB,8596269369
400969,Aramex,2024-03-04,2024-03-07,cash,14.925,USD,LB,8596269370
400970,Cosmaline,2024-03-04,2024-03-07,cybersource,20.035,USD,LB,8596269371
400971,Aramex,2024-03-04,2024-03-07,cash,8.4,USD,LB,8596269372
400972,Aramex,2024-03-04,2024-03-07,cash,12.5,USD,LB,8596269373
400973,Aramex,2024-03-04,2024-03-07,cash,13.46,USD,LB,8596269374
400974,Aramex,2024-03-04,2024-03-07,cash,9.575,USD,LB,8596269375
400975,Aramex,2024-03-04,2024-03-08,cash,9.475,USD,LB,8596269376
400976,Aramex,2024-03-04,2024-03-08,cash,17.31,USD,LB,8596269377
400977,Cosmaline,2024-03-04,2024-03-07,cybersource,39.755,USD,LB,8596269378
400978,Aramex,2024-03-04,2024-03-07,cash,12.965,USD,LB,8596269379
400979,Aramex,2024-03-04,2024-03-07,cash,10.455,USD,LB,8596269380
400980,Aramex,2024-03-05,2024-03-07,cash,5.4,USD,LB,8596269381
400981,Aramex,2024-03-05,2024-03-07,cash,20.825,USD,LB,8596269382
400982,Aramex,2024-03-05,2024-03-08,cash,21.735,USD,LB,8596269383
400983,Aramex,2024-03-05,2024-03-11,cash,5.27,USD,LB,8596269384
400984,Aramex,2024-03-05,2024-03-07,cybersource,3.15,USD,LB,8596269385
400985,Aramex,2024-03-05,2024-03-07,cash,12.925,USD,LB,8596269386
400986,Aramex,2024-03-05,2024-03-11,cash,18.77,USD,LB,8596269387
400987,Aramex,2024-03-05,2024-03-07,cash,18.2,USD,LB,8596269388
400988,Aramex,2024-03-05,2024-03-08,cash,4.405,USD,LB,8596269389
400989,Aramex,2024-03-05,2024-03-08,cash,6.9,USD,LB,8596269390
400990,Aramex,2024-03-05,2024-03-07,cash,9.06,USD,LB,8596269391
400991,Aramex,2024-03-05,2024-03-07,cash,16.02,USD,LB,8596269392
400992,Aramex,2024-03-05,2024-03-08,cash,14.975,USD,LB,8596269393
400993,Aramex,2024-03-05,2024-03-07,cash,10.25,USD,LB,8596269394
400994,Aramex,2024-03-05,2024-03-07,cash,5.8,USD,LB,8596269395
400995,Aramex,2024-03-05,2024-03-07,cash,4.04,USD,LB,8596269396
400996,Aramex,2024-03-05,2024-03-08,cash,7.155,USD,LB,8596269397
400997,Aramex,2024-03-05,2024-03-07,cash,7.875,USD,LB,8596269398
400998,Aramex,2024-03-05,2024-03-07,cash,19.635,USD,LB,8596269399
400999,Aramex,2024-03-05,2024-03-07,cash,12.345,USD,LB,8596269400
401000,Aramex,2024-03-05,2024-03-07,cash,12.5,USD,LB,8596269401
401001,Cosmaline,2024-03-05,2024-03-07,cash,27.65,USD,LB,8596269402
401002,Aramex,2024-03-05,2024-03-07,cash,14.37,USD,LB,8596269403
401003,Aramex,2024-03-05,2024-03-07,cash,17.745,USD,LB,8596269404
401004,Aramex,2024-03-05,2024-03-07,cash,4.025,USD,LB,8596269405
401005,Aramex,2024-03-05,2024-03-07,cash,15.915,USD,LB,8596269406
401006,Cosmaline,2024-03-05,2024-03-15,cash,24.5,USD,LB,8596269407
401007,Aramex,2024-03-05,2024-03-07,cash,13.275,USD,LB,8596269408
401008,Aramex,2024-03-05,2024-03-08,cash,12.575,USD,LB,8596269409
401009,Aramex,2024-03-05,2024-03-08,cash,23.615,USD,LB,8596269410
401010,Aramex,2024-03-05,2024-03-11,cash,8.93,USD,LB,8596269411
401011,Aramex,2024-03-05,2024-03-07,cash,6.875,USD,LB,8596269412
401012,Aramex,2024-03-05,2024-03-07,cash,12.65,USD,LB,8596269413
401013,Aramex,2024-03-05,2024-03-07,cash,4.25,USD,LB,8596269414
401014,Aramex,2024-03-05,2024-03-07,cash,4.7,USD,LB,8596269415
401015,Aramex,2024-03-05,2024-03-08,cash,7.875,USD,LB,8596269416
401016,Aramex,2024-03-05,2024-03-07,cash,18.78,USD,LB,8596269417
401017,Aramex,2024-03-05,2024-03-07,cash,6.675,USD,LB,8596269418
401018,Cosmaline,2024-03-05,2024-03-07,cash,64.98,USD,LB,8596269419
401019,Aramex,2024-03-05,2024-03-08,cash,0.0,USD,LB,8596269420
401020,Aramex,2024-03-05,2024-03-08,cash,18.885,USD,LB,8596269421
401021,Cosmaline,2024-03-05,2024-03-21,cash,0.0,USD,LB,8596269422
401022,Aramex,2024-03-05,2024-03-08,cash,6.115,USD,LB,8596269423
401023,Aramex,2024-03-05,2024-03-08,cash,12.875,USD,LB,8596269424
401024,Aramex,2024-03-05,2024-03-08,cash,10.69,USD,LB,8596269425
401025,Aramex,2024-03-05,2024-03-08,cash,19.805,USD,LB,8596269426
